"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Nevada"	"32"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	21	3177772	0.7
	"Nevada"	"32"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	28	3177772	0.9
	"Nevada"	"32"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	15	3177772	Unreliable
	"Nevada"	"32"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	14	3177772	Unreliable
	"Nevada"	"32"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	34	3177772	1.1
	"Nevada"	"32"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	102	3177772	3.2
	"Nevada"	"32"	"Other fall on same level"	"W18"	244	3177772	7.7
	"Nevada"	"32"	"Unspecified fall"	"W19"	129	3177772	4.1
	"Nevada"	"32"	"Drowning and submersion while in bath-tub"	"W65"	19	3177772	Unreliable
	"Nevada"	"32"	"Drowning and submersion while in swimming-pool"	"W67"	18	3177772	Unreliable
	"Nevada"	"32"	"Drowning and submersion while in natural water"	"W69"	11	3177772	Unreliable
	"Nevada"	"32"	"Accidental suffocation and strangulation in bed"	"W75"	19	3177772	Unreliable
	"Nevada"	"32"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	11	3177772	Unreliable
	"Nevada"	"32"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	19	3177772	Unreliable
	"Nevada"	"32"	"Exposure to excessive natural heat"	"X30"	59	3177772	1.9
	"Nevada"	"32"	"Exposure to excessive natural cold"	"X31"	15	3177772	Unreliable
	"Nevada"	"32"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	253	3177772	8.0
	"Nevada"	"32"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	253	3177772	8.0
	"Nevada"	"32"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	400	3177772	12.6
	"Nevada"	"32"	"Accidental poisoning by and exposure to alcohol"	"X45"	21	3177772	0.7
	"Nevada"	"32"	"Exposure to unspecified factor causing fracture"	"X59.0"	11	3177772	Unreliable
	"Nevada"	"32"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	19	3177772	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	11	3177772	Unreliable
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	51	3177772	1.6
	"Nevada"	"32"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	11	3177772	Unreliable
	"Nevada"	"32"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	129	3177772	4.1
	"Nevada"	"32"	"Intentional self-harm by handgun discharge"	"X72"	95	3177772	3.0
	"Nevada"	"32"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	23	3177772	0.7
	"Nevada"	"32"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	304	3177772	9.6
	"Nevada"	"32"	"Intentional self-harm by sharp object"	"X78"	22	3177772	0.7
	"Nevada"	"32"	"Intentional self-harm by jumping from a high place"	"X80"	19	3177772	Unreliable
	"Nevada"	"32"	"Assault by other and unspecified firearm discharge"	"X95"	171	3177772	5.4
	"Nevada"	"32"	"Assault by sharp object"	"X99"	27	3177772	0.8
	"Nevada"	"32"	"Assault by unspecified means"	"Y09"	20	3177772	0.6
	"Nevada"	"32"	"Sequelae of motor-vehicle accident"	"Y85.0"	11	3177772	Unreliable
	"Nevada"	"32"	"Sequelae of other accidents"	"Y86"	15	3177772	Unreliable
	"New Hampshire"	"33"	"Enterocolitis due to Clostridium difficile"	"A04.7"	15	1395231	Unreliable
	"New Hampshire"	"33"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Septicaemia, unspecified"	"A41.9"	161	1395231	11.5
	"New Hampshire"	"33"	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Tonsil, unspecified - Malignant neoplasms"	"C09.9"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Oropharynx, unspecified - Malignant neoplasms"	"C10.9"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	98	1395231	7.0
	"New Hampshire"	"33"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	36	1395231	2.6
	"New Hampshire"	"33"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	130	1395231	9.3
	"New Hampshire"	"33"	"Malignant neoplasm of rectosigmoid junction"	"C19"	15	1395231	Unreliable
	"New Hampshire"	"33"	"Malignant neoplasm of rectum"	"C20"	50	1395231	3.6
	"New Hampshire"	"33"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	47	1395231	3.4
	"New Hampshire"	"33"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	47	1395231	3.4
	"New Hampshire"	"33"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	22	1395231	1.6
	"New Hampshire"	"33"	"Malignant neoplasm of gallbladder"	"C23"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	235	1395231	16.8
	"New Hampshire"	"33"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Upper lobe, bronchus or lung - Malignant neoplasms"	"C34.1"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	616	1395231	44.2
	"New Hampshire"	"33"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	54	1395231	3.9
	"New Hampshire"	"33"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	20	1395231	1.4
	"New Hampshire"	"33"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	168	1395231	12.0
	"New Hampshire"	"33"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Endometrium - Malignant neoplasms"	"C54.1"	42	1395231	3.0
	"New Hampshire"	"33"	"Malignant neoplasm of uterus, part unspecified"	"C55"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Malignant neoplasm of ovary"	"C56"	72	1395231	5.2
	"New Hampshire"	"33"	"Malignant neoplasm of prostate"	"C61"	127	1395231	9.1
	"New Hampshire"	"33"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	53	1395231	3.8
	"New Hampshire"	"33"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	91	1395231	6.5
	"New Hampshire"	"33"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	98	1395231	7.0
	"New Hampshire"	"33"	"Malignant neoplasm without specification of site"	"C80"	215	1395231	15.4
	"New Hampshire"	"33"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	26	1395231	1.9
	"New Hampshire"	"33"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	15	1395231	Unreliable
	"New Hampshire"	"33"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	32	1395231	2.3
	"New Hampshire"	"33"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	59	1395231	4.2
	"New Hampshire"	"33"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	21	1395231	1.5
	"New Hampshire"	"33"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	47	1395231	3.4
	"New Hampshire"	"33"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	31	1395231	2.2
	"New Hampshire"	"33"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	31	1395231	2.2
	"New Hampshire"	"33"	"Anaemia, unspecified"	"D64.9"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	60	1395231	4.3
	"New Hampshire"	"33"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	77	1395231	5.5
	"New Hampshire"	"33"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	13	1395231	Unreliable
	"New Hampshire"	"33"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	67	1395231	4.8
	"New Hampshire"	"33"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Unspecified diabetes mellitus, without complications"	"E14.9"	163	1395231	11.7
	"New Hampshire"	"33"	"Unspecified severe protein-energy malnutrition"	"E43"	46	1395231	3.3
	"New Hampshire"	"33"	"Unspecified protein-energy malnutrition"	"E46"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Other obesity"	"E66.8"	32	1395231	2.3
	"New Hampshire"	"33"	"Obesity, unspecified"	"E66.9"	33	1395231	2.4
	"New Hampshire"	"33"	"Pure hypercholesterolaemia"	"E78.0"	20	1395231	1.4
	"New Hampshire"	"33"	"Hyperlipidaemia, unspecified"	"E78.5"	81	1395231	5.8
	"New Hampshire"	"33"	"Metabolic disorder, unspecified"	"E88.9"	20	1395231	1.4
	"New Hampshire"	"33"	"Vascular dementia, unspecified"	"F01.9"	73	1395231	5.2
	"New Hampshire"	"33"	"Unspecified dementia"	"F03"	814	1395231	58.3
	"New Hampshire"	"33"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	47	1395231	3.4
	"New Hampshire"	"33"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	42	1395231	3.0
	"New Hampshire"	"33"	"Motor neuron disease"	"G12.2"	43	1395231	3.1
	"New Hampshire"	"33"	"Parkinson disease"	"G20"	217	1395231	15.6
	"New Hampshire"	"33"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Alzheimer disease with late onset"	"G30.1"	22	1395231	1.6
	"New Hampshire"	"33"	"Alzheimer disease, unspecified"	"G30.9"	436	1395231	31.2
	"New Hampshire"	"33"	"Circumscribed brain atrophy"	"G31.0"	13	1395231	Unreliable
	"New Hampshire"	"33"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	114	1395231	8.2
	"New Hampshire"	"33"	"Other specified degenerative diseases of nervous system"	"G31.8"	47	1395231	3.4
	"New Hampshire"	"33"	"Multiple sclerosis"	"G35"	31	1395231	2.2
	"New Hampshire"	"33"	"Muscular dystrophy"	"G71.0"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Infantile cerebral palsy, unspecified"	"G80.9"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	20	1395231	1.4
	"New Hampshire"	"33"	"Essential (primary) hypertension"	"I10"	83	1395231	5.9
	"New Hampshire"	"33"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	76	1395231	5.4
	"New Hampshire"	"33"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	92	1395231	6.6
	"New Hampshire"	"33"	"Hypertensive renal disease with renal failure"	"I12.0"	40	1395231	2.9
	"New Hampshire"	"33"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	27	1395231	1.9
	"New Hampshire"	"33"	"Acute subendocardial myocardial infarction"	"I21.4"	41	1395231	2.9
	"New Hampshire"	"33"	"Acute myocardial infarction, unspecified"	"I21.9"	285	1395231	20.4
	"New Hampshire"	"33"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	398	1395231	28.5
	"New Hampshire"	"33"	"Atherosclerotic heart disease"	"I25.1"	679	1395231	48.7
	"New Hampshire"	"33"	"Ischaemic cardiomyopathy"	"I25.5"	35	1395231	2.5
	"New Hampshire"	"33"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	50	1395231	3.6
	"New Hampshire"	"33"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	43	1395231	3.1
	"New Hampshire"	"33"	"Other secondary pulmonary hypertension"	"I27.2"	43	1395231	3.1
	"New Hampshire"	"33"	"Acute and subacute infective endocarditis"	"I33.0"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Mitral (valve) insufficiency"	"I34.0"	13	1395231	Unreliable
	"New Hampshire"	"33"	"Aortic (valve) stenosis"	"I35.0"	99	1395231	7.1
	"New Hampshire"	"33"	"Endocarditis, valve unspecified"	"I38"	26	1395231	1.9
	"New Hampshire"	"33"	"Cardiomyopathy, unspecified"	"I42.9"	59	1395231	4.2
	"New Hampshire"	"33"	"Cardiac arrest, unspecified"	"I46.9"	61	1395231	4.4
	"New Hampshire"	"33"	"Atrial fibrillation and flutter"	"I48"	201	1395231	14.4
	"New Hampshire"	"33"	"Cardiac arrhythmia, unspecified"	"I49.9"	21	1395231	1.5
	"New Hampshire"	"33"	"Congestive heart failure"	"I50.0"	337	1395231	24.2
	"New Hampshire"	"33"	"Heart failure, unspecified"	"I50.9"	100	1395231	7.2
	"New Hampshire"	"33"	"Cardiovascular disease, unspecified"	"I51.6"	68	1395231	4.9
	"New Hampshire"	"33"	"Heart disease, unspecified"	"I51.9"	21	1395231	1.5
	"New Hampshire"	"33"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	26	1395231	1.9
	"New Hampshire"	"33"	"Intracerebral haemorrhage, unspecified"	"I61.9"	65	1395231	4.7
	"New Hampshire"	"33"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	33	1395231	2.4
	"New Hampshire"	"33"	"Cerebral infarction, unspecified"	"I63.9"	65	1395231	4.7
	"New Hampshire"	"33"	"Stroke, not specified as haemorrhage or infarction"	"I64"	212	1395231	15.2
	"New Hampshire"	"33"	"Cerebral atherosclerosis"	"I67.2"	21	1395231	1.5
	"New Hampshire"	"33"	"Cerebrovascular disease, unspecified"	"I67.9"	24	1395231	1.7
	"New Hampshire"	"33"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	55	1395231	3.9
	"New Hampshire"	"33"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	36	1395231	2.6
	"New Hampshire"	"33"	"Generalized and unspecified atherosclerosis"	"I70.9"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Dissection of aorta [any part]"	"I71.0"	16	1395231	Unreliable
	"New Hampshire"	"33"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Peripheral vascular disease, unspecified"	"I73.9"	41	1395231	2.9
	"New Hampshire"	"33"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Pneumonia, unspecified"	"J18.9"	134	1395231	9.6
	"New Hampshire"	"33"	"Emphysema, unspecified"	"J43.9"	44	1395231	3.2
	"New Hampshire"	"33"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	70	1395231	5.0
	"New Hampshire"	"33"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	38	1395231	2.7
	"New Hampshire"	"33"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	554	1395231	39.7
	"New Hampshire"	"33"	"Asthma, unspecified"	"J45.9"	21	1395231	1.5
	"New Hampshire"	"33"	"Pneumonitis due to food and vomit"	"J69.0"	93	1395231	6.7
	"New Hampshire"	"33"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	72	1395231	5.2
	"New Hampshire"	"33"	"Interstitial pulmonary disease, unspecified"	"J84.9"	50	1395231	3.6
	"New Hampshire"	"33"	"Acute respiratory failure"	"J96.0"	16	1395231	Unreliable
	"New Hampshire"	"33"	"Chronic respiratory failure"	"J96.1"	22	1395231	1.6
	"New Hampshire"	"33"	"Respiratory failure, unspecified"	"J96.9"	28	1395231	2.0
	"New Hampshire"	"33"	"Vascular disorder of intestine, unspecified"	"K55.9"	39	1395231	2.8
	"New Hampshire"	"33"	"Other and unspecified intestinal obstruction"	"K56.6"	30	1395231	2.2
	"New Hampshire"	"33"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Perforation of intestine (nontraumatic)"	"K63.1"	16	1395231	Unreliable
	"New Hampshire"	"33"	"Alcoholic hepatitis"	"K70.1"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Alcoholic cirrhosis of liver"	"K70.3"	138	1395231	9.9
	"New Hampshire"	"33"	"Alcoholic hepatic failure"	"K70.4"	13	1395231	Unreliable
	"New Hampshire"	"33"	"Hepatic failure, unspecified"	"K72.9"	22	1395231	1.6
	"New Hampshire"	"33"	"Other and unspecified cirrhosis of liver"	"K74.6"	90	1395231	6.5
	"New Hampshire"	"33"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	28	1395231	2.0
	"New Hampshire"	"33"	"Liver disease, unspecified"	"K76.9"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Acute pancreatitis, unspecified"	"K85.9"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	48	1395231	3.4
	"New Hampshire"	"33"	"Rheumatoid arthritis, unspecified"	"M06.9"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Acute renal failure, unspecified"	"N17.9"	46	1395231	3.3
	"New Hampshire"	"33"	"Chronic kidney disease, stage 5"	"N18.5"	63	1395231	4.5
	"New Hampshire"	"33"	"Chronic renal failure, unspecified"	"N18.9"	62	1395231	4.4
	"New Hampshire"	"33"	"Unspecified renal failure"	"N19"	25	1395231	1.8
	"New Hampshire"	"33"	"Urinary tract infection, site not specified"	"N39.0"	57	1395231	4.1
	"New Hampshire"	"33"	"Senility"	"R54"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Other lack of expected normal physiological development"	"R62.8"	32	1395231	2.3
	"New Hampshire"	"33"	"Cachexia"	"R64"	43	1395231	3.1
	"New Hampshire"	"33"	"Other ill-defined and unspecified causes of mortality"	"R99"	32	1395231	2.3
	"New Hampshire"	"33"	"COVID-19"	"U07.1"	615	1395231	44.1
	"New Hampshire"	"33"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	19	1395231	Unreliable
	"New Hampshire"	"33"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	50	1395231	3.6
	"New Hampshire"	"33"	"Fall on same level from slipping, tripping and stumbling"	"W01"	10	1395231	Unreliable
	"New Hampshire"	"33"	"Fall involving wheelchair"	"W05"	13	1395231	Unreliable
	"New Hampshire"	"33"	"Fall involving bed"	"W06"	11	1395231	Unreliable
	"New Hampshire"	"33"	"Fall on and from stairs and steps"	"W10"	33	1395231	2.4
	"New Hampshire"	"33"	"Other fall on same level"	"W18"	95	1395231	6.8
	"New Hampshire"	"33"	"Unspecified fall"	"W19"	110	1395231	7.9
	"New Hampshire"	"33"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	16	1395231	Unreliable
	"New Hampshire"	"33"	"Exposure to excessive natural cold"	"X31"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	17	1395231	Unreliable
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	309	1395231	22.1
	"New Hampshire"	"33"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	132	1395231	9.5
	"New Hampshire"	"33"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	1395231	Unreliable
	"New Hampshire"	"33"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	14	1395231	Unreliable
	"New Hampshire"	"33"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	58	1395231	4.2
	"New Hampshire"	"33"	"Intentional self-harm by handgun discharge"	"X72"	61	1395231	4.4
	"New Hampshire"	"33"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	64	1395231	4.6
	"New Hampshire"	"33"	"Assault by other and unspecified firearm discharge"	"X95"	18	1395231	Unreliable
	"New Hampshire"	"33"	"Sequelae of other accidents"	"Y86"	13	1395231	Unreliable
	"New Jersey"	"34"	"Enterocolitis due to Clostridium difficile"	"A04.7"	118	9261699	1.3
	"New Jersey"	"34"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	11	9261699	Unreliable
	"New Jersey"	"34"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	68	9261699	0.7
